username,review,nilai,sentimen
miftakhul Arif,mohon maaf Kenapa saya udah Daftar.. kok selalu saja .. ferivikasi gagal trus saya Sudah mencoba beberapa kali selalu begitu trus.. dan Saya sudah menghubungi Nomor 021121 juga tidak bisa mohon di jawab untuk pembuat apk KAI terimakasih.,2,negatif
Indray Arya,Awal awal bisa digunakan.. bdgitu sering updte apk malah gak bisa login pdhl data bnr. Bikin akun baru pun begitu,1,negatif
Nila rosida,"Sedih banget, mau pesen tiket gara"" akun link aja keblokir jadi rumit . Harus bolak balik ganti akun KAI, Bolak balik ganti akun link aja juga . Soalnya emang ga ada keterangan apa"" mengenai 2 aplikasi tersebut supaya bisa digunakan bersamaan. Padahal tiket ga seberapa. Tau gini di loket malah lebih gampang.",2,negatif
Kholilur Rohman,Padahal love banget sama kai access tapi kenapa tiba tiba gak bisa login ya,4,negatif
silvia audrina,"Mengapa saat ini saya tidak bisa masuk ke account saya, padahal sandi dan username sudah benar. Mohon di perbaiki saya sudah booking 2 tiket.",4,negatif
Kartika Lindawati,"Sangat simple, memudahhkan akses, memghemat waktu, tenaga. Tetapi kekurangan nya tidak bisa memilih tempat duduk sesuai keinginan costumer.",4,positif
Didin Sukma,Kalo sekarang pakai aplikasi kenapa sering eror yah😭 terutama pada saat pembayaran,2,negatif
Fitria Khoirun Nisak,Kreta api sgt dbutuhkan sbg transportasi lansia. N sbgian besar mereka tdk melek teknologi n blm tentu punya banking/atm.sistem ini sgt menyulitkan n tdk bisa dnikmati semua lapisan masyarakat,1,negatif
Sugeng prastiyo,"Untuk kai accsess, tolong di akun pemesanan nomor bisa diganti ya, kalo emang takut nya ada apa apa di konfirmasi saja dengan password atau fingerprint. Saya kecewa karena nomor yang sudah terdaftar di kai sudah tidak aktif lagi dan saya tidak bisa menerima pesan konfirmasi sms dari kai. Semoga system yang di pergantian nomor bisa di perbaiki. Makasih.",1,negatif
Joko Santoso Ali Imam Al-ahmadi,"KAI skrg memang bagus, mempermudah kita untuk pesan tiket ketika butuh buru2. Tapi sayangnya malah jadi mempersulit orang tua yg gaptek terhadap teknologi. Apalagi untuk yg tidak pakai apps baru bisa beli tiket 3 jam sebelum keberangkatan. Logika nya sih iya kalo waktu beli dadakan masih tersedia seat yg kosong, lah kalo pas udah jauh2 ke stasiun untuk beli tiket trus sampe sana trnyata sudah habis bagaimana? Kan kasihan orang2 tua apalagi kalau rumahnya jauh dari stasiun. Mohon dipermudah lagi",2,negatif
Hartanto Rechta,Tidak bisa log in,1,negatif
bang nanak,"Aplikasinya sering eror, padahal aplikasi ini gunannya untuk mempercepat",1,negatif
A.Supriyadi M,"Applikasi bagus, cuma sering offline, mohon di perbaiki",4,negatif
Ari Syahrul Muttaqin,"Makin Lama Makin Ribet,, Serba Online Tapi Buat Seenaknya Saja,, Kasihan Orang Tua Yang Gak Bisa Megang HP,, Kalau Aku Oke Aja Tapi Masak Mesankan Harus Ikut Juga,, Logika Yang Ngak Masuk Akal,, Prosedur Macam Apa Ini,, Kecewa Saya,, Sangat2 Kecewa, Udah TF Ke Link Bayar Juga,,, Lama2 Kayak di buat Monopoli,, 😡😡 Eror Juga,, Suruh masukin kode ini itu segala macem,, super ketat OKE No Problem Tapi kok sampai orang kecil ngak dipikir, Logika Lah Bagaimana Keadaan Sekarang,,",1,negatif
Dwi Siswanto,Untuk gerbong KA ekonomi dgn bisnis maupun eksekutif warnanya ataupun motif interior dibedakan agar bisa lebih menarik konsumen pengguna KAI,3,netral
zidanryanto,Oke,4,positif
Danis Bagus Setiawan,Mohon penjelasann dari pihak KAI Acces. Kenapa aplikasi KAI Acces selalu nge-close setiap setelah menerima sms kode OTP dalam proses pembayaran tiket via link aja? Saya pesan tiket ulang berkali-kali problem nya selalu sama.,2,negatif
Sumaryono Eko,Helpfull,5,positif
pul sae,"Terlalu sering minta update. dan klo minta update, aplikasi ga bisa dibuka padahal untuk kereta lokal harus buka aplikasi untuk menunjukan tiket. kondektur udh di depan mata tapi aplikasi ga bisa dibuka, udh 2 kali kejadian kaya gini. Update aplikasi boleh boleh saja asalkan aplikasi tetap bisa dibuka.",2,negatif
pul sae,"Terlalu sering minta update. dan klo minta update, aplikasi ga bisa dibuka padahal untuk kereta lokal harus buka aplikasi untuk menunjukan tiket. kondektur udh di depan mata tapi aplikasi ga bisa dibuka, udh 2 kali kejadian kaya gini. Update aplikasi boleh boleh saja asalkan aplikasi tetap bisa dibuka.",2,negatif
andi sentosa,"Kenapa sy tdk bsa pesankan kereta lokal utk org lain? Biar byk yg download ?? Kirain trobosan y bisa mmbntu,, gk da beda y,,gk gunaa ,,,ttep aj yg gk suport,hrs ngantri dan lbh menyakitkan, sering kehabisan krna di online kan.",2,negatif
Siswandi Kulipah,Tidak bisa di download... kenapa yaa...?,2,negatif
Djatmiko Djatmiko,kami beli karcis tanpa harus datang dan antri distasiun,4,positif
Al Muyassaroh,Entah kenapa kadang tiba-tiba bisa offline sendiri. Padahal jaringan lancar banget. Harus uninstall dan install lagi. Kemudian jika blm di update aplikasi tidak bisa dipakai. Tolong pihak KAI memperbaiki demi kenyamanan user,4,negatif
Ika Dwi,"Sangat kecewa dengan kebijakan ini,, saya login udh 3 hari ga bisa, sudah saya coba pagi siang mlm bahkan dini hari,, intinya porgram ini hanya mempersulit,, harusnya beli online bisa beli di loket jg bisa,, jangan begini,, sangat sangat merugikan, saya gagal pulang dari surabaya gara2 ga bisa beli tiket secara online,, sedangkan anak saya haru masuk sekolah",1,negatif
Octa 69,Bagus... 👍,5,positif
Bang YY 84,Sangat membatu perjalanan saya bila mau brpergian,4,positif
Zavira Wahyu Dewi Pratiwi,"Untuk aplikasi sangat membantu sekali. Tetapi alangkah baiknya terdapat kritik dan saran setelah perjalanan. Karena, terkadang saat perjalanan ada hal yang kurang baik dari pegawai kai yang bertugas. Sehingga dapat membantu meningkatkan skill dari pegawai kai",4,positif
arifa lemon,"Kenapa KAI access saya sekarang nggak bisa log in ya?? Email dan password sudah benar, saya coba ganti password tetep gabisa, sampai saya uninstall lagi dan saya dftrkn lagi tetep jawabannya ""password or email incorrect"" mohon solusi nya",2,negatif
Rifky Ahmad,di hp saya kenapa gak bisa di akses app nya.. sebelum2 nya bisa,2,negatif
adjid marhadi,Waktu jeda Pembayaran atm lebih cepat...tidak semua memiliki autodebit card,4,netral
ida sriani,"Sy pesan lewat online, utk saudara saya 1 orang, tapi ternyata di aplikasi harus daftar untuk diri sendiri dan orang lain.. jadi saya harus pesan tiket 2, ya kan mubadzir..butuhnya 1 tiket jadinya harus beli 2 tiket, dan pembayaran pun harus pake walet.. mohon diperbaharui jadi lebih baik lah.. utk pembayaran bisa bayar transfer ATM atau indomart Alfamart, jadi memudahkan untuk pembayaran",2,negatif
Ririn Yuliani,Sering eror,2,negatif
Dheara Offset,"bintang 4 dlu ya, ketika harus update, lgsug kluar, ga ad pilihan nanti,jd klo mau pake dan buru2 ribet klo pas ga ad paket data",4,negatif
Meiselapalupi yoga,Susah banget installnya. Huh,4,negatif
anak tambas,pembayaran kereta api lokal mengharus lewat aplikasi lain harusnya bisa lewat pembayan lewat bank langsung biar ga ribet,5,positif
Rulli Subekti,Top,5,positif
Talitha Chandra,"Sebenarnya aplikasi bagus dan membantu tapi pembayaran hanya melalui Link Aja sangat ribet tidak membantu. Karena app Link Aja rawan saldo hilang kalau nomor hp hilang atau hangus, opsi keamanannya sangat minim. Untuk pesan tiket lokal juga cm bisa satu nama saja.",2,negatif
Lailatul Badriyah,Aplikasinya eror masak mau pesen pas pembayaranya kok gak bisa😔😔😔😔😔😔😔😔😔😔😔😔😔😔😔😖😖😖😖😖😖😖😖😖😖,1,negatif
totok suyanto,"saya pengguna termasuk sering menggunakan Kereta Api sebagai Sarana Transportasi setiap perjalanan saya, selalu akses dgn KAI Access. Tapi utk kali ini setelah apk saya upgrade, jadi tidak bisa menggunakan Tap pindah kursi. muncul notif Merah di bawah ""Server sedang sibuk"". dan saya pun sdh mencoba berkali-kali bahkan di lain waktu.",2,negatif
Naufal Rizky Ramadhan,"Aplikasi bekerja sangat baik dan tampilan yang mudah dipahami. Tapi alangkah baiknya untuk sistem pembayaran kereta lokalnya dapat ditambah lagi, tidak hanya menggunakan LinkAja atau tcash. Mungkin bisa ditambah dengan dompet elektronik lainnya atau merchant2 yang bekerja sama dengan KAI. Sehingga semua calon penumpang selain pemilik nomor Telkomsel dapat memesan kereta lokal lewat aplikasi. Terima kasih",4,positif
Dewi Purwanti,Aplikasinya aneh bgt.. Bntr2 mnta di update.. Kl ga diupdate ga bisa dibuka.. Trus kl mw beli tiket kereta lokal kya kalijaga ga bisa beli lebih dri 1 tiket.. Msa 1 nomor hp cm buat 1 org lha kalo punya anak n anaknya lbih dri satu beli tiketnya gmna??? Aneh..perbaiki lagi donk biar nyaman penggunanya..,2,negatif
Dewi Purwanti,Aplikasinya aneh bgt.. Bntr2 mnta di update.. Kl ga diupdate ga bisa dibuka.. Trus kl mw beli tiket kereta lokal kya kalijaga ga bisa beli lebih dri 1 tiket.. Msa 1 nomor hp cm buat 1 org lha kalo punya anak n anaknya lbih dri satu beli tiketnya gmna??? Aneh..perbaiki lagi donk biar nyaman penggunanya..,2,negatif
kusdar wati,"1. Saya memesan tiket kereta api local, pada saat mau pembayaran kok tulisannya payment failed. Padahal blm sempat melakukan pembayaran. 2. Di my trip ada tulisan sedang di proses. Ini terus bagaimana, sudah bolak balik uninstal tetep aja seperti itu dari kemarin. Mohon solusinya Karena saya hampir tiap Minggu melakukan perjalanan naik kereta local. 3. Mohon solusi segera karena dari tgl 9 September sampai tgl 11 September tetap sprti ini.",2,negatif
Massigit Channel,"Kenapa saya tidak bisa login ya,ada tulisan data not found",4,negatif
Aldi E P,Layanan langganan kalo pergi pergi.,5,positif
fragaria desti,"Saya seminggu sebelum nya udah booking tiket lalu saat saya mau berangkat sebelumnya saya cek lagi dan tidak bisa dibuka minta upgrade, udh selesai di upgrade ketika saya buka coba cek kok tiket yg sudah saya booking ilang dan gaada. Gimana ini ya sebenarnya",2,negatif
374 Eka Luthfiana KNH,"Mohon maaf, tolong yaaa jangan terlalu sering update aplikasi, dalam keadaan mendesak perlu waktu yang lama buat ngupdate. Buang2 waktu. Dan memerlukan memori banyak pula. Mengecewakan:)))",2,negatif
Ridho Rafif,"Pada bagian pembayaran, masih terjadi error (hanya halaman kosong). Mohon segera diperbaiki. Saran juga, agar pemilik akun tidak harus jadi penumpang pada setiap transaksi yang dilakukan. Karena pada saat akan membelikan tiket untuk orang lain, ortu contohnya, maka harus membeli 1 tiket a.n. pemesan yang akan tidak digunakan. Terima kasih.",2,negatif
faidatul munnawaroh,"Sebenarnya aplikasi ini sangat membantu saya senang dengan aplikasi ini👍. Tapi saya hanya bisa kasih bintang 4 karna aplikasi ini tidak jarang eror, minta di update pas udah di update malah eror😭",4,negatif
faidatul munnawaroh,"Sebenarnya aplikasi ini sangat membantu saya senang dengan aplikasi ini👍. Tapi saya hanya bisa kasih bintang 4 karna aplikasi ini tidak jarang eror, minta di update pas udah di update malah eror😭",4,negatif
GOLD NAVY,Mantaab,5,positif
Lovelyza lyza,"sering bgt error,, kagak rekomendasi deh,, mendingan pake aplikasi yg lain",1,negatif
Merlistya Dewi,Di hp saya down servernya saat akan melakukan transaksi pembayaran.,4,negatif
rochibatul aisy,Perasaan suruh update terus,2,negatif
Dimas Bakco,"Aplikasi ga bisa dibuka eror terus, mau travelling jadi susah kalo pgn naik kereta",2,negatif
Anggi Ratna,Ketika diupdate malah gabisa log in. Padahal aplikasi ini sangat membantu,2,negatif
arif,"So far aplikasi sangat baik dan cukup memuaskan. Tapi hari ini untuk my trip, tidak bisa lagi ""tambah tiket"". apakah sedang ada problem ?",4,positif
sinwan sinwan,Bagus,5,positif
Minsih Syarnubi,Lumayan baik,4,positif
Maulidiah Kusuma,Dulu lancar banget.... sekarang malah sulit.. aplikasinya mudah eror,4,negatif
Rosita Desy,"Kasian deh, yang ibuk"" gaptek pasti bakal kesusahan pakek via online contohnya ibuk ku. Apa lagi bisa beli di loket tapi hanya 3 jam sebelum keberangkat, apa ya gak keburu habis tu tiketnya.",4,negatif
Ainun Dewi,Baik,4,positif
auliya ardi,"Mantap sih, tapi pas diupdate jadi ngebug pake data account lama, email lama padahal sebelum diupdate udah diganti. Dan sekarang setelah diupdate ga bisa ganti email, asem2 email lama udah ga aktif pula🤣 Perbaiki dong, terimakasih",4,positif
nafsan khoir ramadhan,matul,4,positif
Agung Bima Pramudja,"Bapak/Ibu admin, tolong bantuannya untuk proses pembayarannya bisa dikondisikan, susah sekali pake linkAja saya gak paham bu, dulu sangat mudah dan cepat kalau pake alfamart / indomaret sekarang jadi ribet kalau mbayar ?? Tolong di update lagi Bapak/Ibu liat keadaan kami bu, kami merasa terkendala. Cukup sekian terima kasih ...",3,negatif
Agung Bima Pramudja,"Bapak/Ibu admin, tolong bantuannya untuk proses pembayarannya bisa dikondisikan, susah sekali pake linkAja saya gak paham bu, dulu sangat mudah dan cepat kalau pake alfamart / indomaret sekarang jadi ribet kalau mbayar ?? Tolong di update lagi Bapak/Ibu liat keadaan kami bu, kami merasa terkendala. Cukup sekian terima kasih ...",3,negatif
Annisa Rahadyan,"Apa-apa an ini kok KAI Access error, padahal saya memesan tiket pulang pergi seharusnya keterangan pulang pergi pemesanan ada.. Eh ini malah ada pulangnya aja. Dan saat saya mau membayar di review E-ticket yang ke 2x nya udh menghilang itu detail harga. Enakan pesan lewat websitenya dah daripada aplikasi",2,negatif
S _ Hardiyanto,"Sayangnya belum terkoneksi dengan E -Banking virtual account, Jadi untuk pembayarannya masih Merpotkan. MOHON SEGERA DIPERBAIKI, SUPAYA PEROSES PEMBAYARAN BISA LEBIH MUDAH DILAKUKAN.🙏",4,negatif
Sasmita Susmasari,"Sebenernya aplikasi ini sangat membantu, tapi entah kenapa sering banget eror? Pada waktu paymen lah, atau kadang stasiun tujuan tidak ada. Padahal sudah diperbaharui , dan saya pesen tiketnya udah sesuai rules. Mohon di perbaiki lagi ya, saya sudah cukup bergantung dengan aplikasi ini. Jadi jika ada eror pasti akan bingung cari alternatif lain..",4,negatif
Kidna_ Chain,"Sangat membantu aplikasinya, tapi di hari H untuk rescedule dan pembatalan tidak bisa dilakukan. Dan juga alangkah baiknya kalo metode pembayarannya bisa menggunakan online seperti internet banking semua bank, sehingga tidak usah harus ke atm atau mini market. Untuk kereta api ekonomi premium jarak jauh, minta tolong dilengkapi dengan musholla",4,negatif
Kidna_ Chain,"Sangat membantu aplikasinya, tapi di hari H untuk rescedule dan pembatalan tidak bisa dilakukan. Dan juga alangkah baiknya kalo metode pembayarannya bisa menggunakan online seperti internet banking semua bank, sehingga tidak usah harus ke atm atau mini market. Untuk kereta api ekonomi premium jarak jauh, minta tolong dilengkapi dengan musholla",4,negatif
museh 19,Sangat berguna,4,positif
Indah Kalola,Loginnya kok susah amat ya.. salah ini salah itu terus,2,negatif
Pengguna Google,"Versi terbaru sejak bulan Sept ini ada yang selalu Error. Setelah sampe tahap Pesan, tidak bisa melanjutkan ke Pembayaran ( proses loading hnya muter-muter ). Akhirnya tidak bisa dilanjutkan. Mungkin ini juga banyak di alami oleh pengguna lain. Mohon segera ada perbaikan. Terima kasih",3,negatif
Eko Siswanto,aplikasinya digunakan untuk pencarian tiket offline,1,negatif
Afrabias Firyal Hanasepti,Sering error oi... 😝😝😝😝,4,negatif
Momon Dirgantara,"Permisi, saya pengguna apk KAI ingin bertanya. Waktu teman saya login kai pembayaran tiket nya menggunakan akun link aja saya. Nah untuk sekarang dia sudah punya akun link aja sendiri tapi saat memesan tiket KAI pembayaran tetap di tagihkan ke akun link aja saya. Bagaimana cara mengganti pembayaran tersebut agar saat teman saya membayar tiket p KAI dia bisa menggunakan akun link aja nya sendiri ??  Terimakasih",4,netral
Ayu Herlina,"Saya sudah pesan tiket smlm, waktu saya bayar lewat BRI mobile saya merasa transaksi belum berhasil. Sementara waktu pembayaran dibatasi 1 jam. Sampe waktu limit habis belum ada konfirmasi jg. Itu saya harus bagaimana min?? Pesen tiket ulang atau perpanjang waktu pembayaran?",3,negatif
alvina khairun,"Dulu lancar, skrng pas menu pembayaran gak muncul, kosongaaan, pdhl belum sampe masuk ke link aja. Masih menu pembayaran doang lho ini. Suruh nunggu? Udah nunggu hampir sejam gak ada kabar baik. Internet lemot? Buat youtube lho lancar, buat buka google dkk lancar, pas di KAI aja menu pembayarannya gak muncul. Versi Android? Minimal lolipop kan. Udah lolipop kok, apa harus beli hp baru ta aku biar bisa?😢 Ini udah tak uninstall instal hampir 5x, tetap aja gak bisa.",2,negatif
Eno Sutrisno,"entah kenapa saya membuat akun tidak bisa terus sudah hampir 3hari, email dan data diri sudah lengkap padahal, sudah menghubungi CS KAI siang sore dan malam tapi jawabannya menunggu email masuk, sedangkan saya butuh hari sabtu untuk memesan tiket.. apa tidak bisa cepat di tanggapi untuk compalin seperti ini?",2,negatif
Utono Utono,Ok,3,positif
Artha Pratama,"APLIKASI YANG SANGAT MEMBANTU KAMI KHUSUSNYA SAYA YG KERJA TIAP MINGGU PP,, Cuma kalo pesen kreta Lokal waktu masuk k pembayaran kok Blank ya? Mohon Perbaikannya",4,negatif
Syiva Anggarani Putri,"maaf, pt kai, mengapa saya dari kemaren pesan tiket selalu tidak bisa, terutama ditahap pembayaran selalu blenk putih dan tidak muncul apa apa. saya sudah memcoba berkali kali, saya juga sudah pakai kuota data dan wifi, tapi hasilnya sama saja. saya juga sudah mengakses di jam sore hingga malah dan di jam dini hari tapi hasil sama saja. trimakasih sebelumnya",2,negatif
Ulfa Mar'atus,"Mohon diperbaiki aplikasinya, karena aplikasi sering eror saat digunakan, saran untuk pemesanan tiket KA Lokal supaya pembayaran bisa melalui selain linkaja karena ada beberapa hp yang tidak compatible untuk instal aplikasi linkaja",4,negatif
Indra Giri,"Pemesanan tiket sebelum"" nya sudah bagus dan saya bisa dengan mudah pergi kemana aja, tapi untuk awal bulan ini kemungkinan server nya sedang error soalnya mau pesan tiket dari asal sampai tujuan di ganti lokasi nya berkali-kali tetap tidak keluar infonya",4,negatif
kusaragi trie,Kenapa malah eror aplikasinya.. Tdk bs cek kode boking.. Mau pembatalan tiket g bisa online... Harus kestasiun ny,1,negatif
Zidny Nafila,Sangat membantu ketika sedang dalam perjalanan dan bisa pesan hanya dengan 1 klik,4,positif
Bondan bheghe,"Mohon bantuannya, untuk pendaftaran aplikasi KAI Access tolong lebih di permudah, udah mengisi data sesuai, tapi email/no telpon aktif tetap gak bisa buat login, mau coba daftar ulang udah gak bisa. Tolong di respon harus bagaimana. Mohon antara aturan sama pelayanan di seimbangkan.",2,negatif
Khoirul Mustofa,"Aplikasi luemot super dan ribet karna cara bayarnya bikin susah. Mohon kalau mau ganti cara pemesanan gini dipikirin mateng2 dong, biar semua juga nyaman dlm memesan tiket sampai ke cek in nya. Trm ksh Sukses slalu",1,negatif
Pranse Prima,Lebih cepat dan tidak perlu antri dan tak perlu jauh2,5,positif
Nisa K,Good,5,positif
arrum putri,"Tiket sering hilang secara tiba-tiba. Terpaksa harus beli lagi secara offline.Waktu mau pesen seat tulisannya kosong, eh pas di klik mendadak berubah jadi penuh. Aplikasi juga sering eror padahal sinyal bagus dan udah aku update. Niat mau cepet dan mudah malah jadi kehilangan uang.",2,negatif
arrum putri,"Tiket sering hilang secara tiba-tiba. Terpaksa harus beli lagi secara offline.Waktu mau pesen seat tulisannya kosong, eh pas di klik mendadak berubah jadi penuh. Aplikasi juga sering eror padahal sinyal bagus dan udah aku update. Niat mau cepet dan mudah malah jadi kehilangan uang.",2,negatif
Alina Ni'mah,"Maaf sebelumnya, tp sudah dr bulan lalul saya coba install lalu uninstall berulang2 karena sistem nya error trs. Untuk skrng karena ketentuan pemesanan tiket kereta lokal harus lewat kai access, saya kira aplikasinya sudah berjalan dg baik dan errornya berkurang, tp tetap sama saja stelah saya coba. Tolong dengan sangat diperbaiki, permasalahan sistem yg error ini sudah sejak lama ada, dan knp sampai sekarang blm diperbaiki?? Apalagi kalau diwajibkan begini, tp appnya malah tidak bisa digunakan.",2,negatif
Sugeng Priyanto,Seringkali .. Mintak abdet ... Knp to ..,2,negatif
Jepri banuaji,Tidak bisa reschedule,4,negatif
nisanurul setyatriasti,"Ini aplikasi KAI access kapan ya stabil lagi. Sering down, entah jadwal tidak muncul, atau akhirnya tidak bisa pesan. Yakin aplikasi ini akan memudahkan krn ga perlu jauh jauh ke stasiun untuk antri dsb, tp kalau sering lag ya bikin bingung juga",4,negatif
Estu indiarto,"Setelah Update terbaru aplikasinya jadi eror, tidak bisa di pakai karna (anda sedang offline) padahal internet ada (WiFi/ Data), mohon diperbaiki segera. Sangat disayangkan jika diperbaikinya terlalu lama.",4,negatif
Rizal Mustofa,Servernya sok sibuk mulu nihh,1,negatif
Mia Amelia PN,Gak bisa milih kursi 😭,4,negatif
Anti Khoirotun Hisan,"Permisi kak, apakah saat ini aplikasi KAI Access sedang trouble? Saya sudah pesan tiket tapi saya tidak bisa log in ke aplikasi kak",2,negatif
Hendraryatmo Sunarso,"Pengalaman saya pesan tiket di sts. tawang : (1). Tgl.8/9 Datang jam 14.00 baru dapat tiket jam 18.30 (4.5jam) . Tgl.4/9 tiket ganti tanggal antri 2 jam . SARAN: Tambah loket pemesanan atau memfungsikan loket lain sebagai loket pemesanan apabila sedang kosong/ tidak ada yg antri. Loket go show sebaiknya 1 loket saja . Pemesan kebanyakan lansia lho! (2). Nunggu lama, mau kencing toilet diluar hanya ada 1 tapi dikunci, baru buka jam 19.00. Kebanyakan org terpaksa kencing dimana saja ditempat sepi.",4,netral
Rizky HBT,Sangat memudahkan perjalanan saya.,5,positif
wawan teguh,"Sebenarnya sangat membantu, sayangnya yang pesan harus sebagai penumpang juga , lebih baik sistemnya di perbaiki biyar yang pesan tdk harus iku sebagai penumpang. Atau di buatkan fitur akun reseller saja agar lebih memudahkan pemesanan yang bukan atas nama pribadi.",3,negatif
Azizah Al Husna,Memuaskan,5,positif
Ilham Ramadhan,"Untuk pemesanan kereta api lokal seperti penataran serta dhoho kok tidak muncul di kai access, minta tanggapannya apakah lagi ada gangguan terhadap aplikasinya?",4,negatif
Vicky Noviantoko,Sebenarnya aplikasi ini sangat membantu namun setelah update tidak bisa di buka tidak terkoneksi internet padahal sudah restart dan mode pesawat juga. Next nya kalau diperbaruhi lagi tambahkan pilih tepat duduk untuk KAI lokal itu menambah kenyamanan pelayanan ke pecinta trasportasi KAI.,2,negatif
rizkiawan putra,Eror mulu,2,negatif
twin sharing,Mantap KAI...,5,positif
kamiel zenAN,"Senang rasanya proses nya jd lebih mudah, hanya saja kadang masih ada kendala di beberapa stasiun, transaksi sdh deal masih di tanya macam² sama petugasnya.",4,positif
Nuna Jeon Jungkook,Kekurangan aplikasi ini adalah tidak bisa memilih tempat duduk dan tidak bisa merubah jadwal yang telah dipesan,3,negatif
thoriqun najah,Nyaman dan aman,5,positif
Ludjito Jito,Akhir akhir ini kok sering trouble ya,3,negatif
Mei Saroh Wulan Dari,"Permisi mau tanya,ini saya mau booking ticket 3 hari sebelum keberangkatan tetapi mengapa selalu ada tulisan ""Tidak ada data untuk ditampilkan ,jadwal kereta api tidak tersesia untuk rute ini"" padahal dari malang ke sby pasar turi.mohon bantuannya",2,negatif
Pak Chand Tamora,Kemarin sih lancar jaya dlm transaksi tiket. Skrg kok proses nya lama banget dlm tahapan Rincian Pemesanan ?? dan tidak berhasil transaksi.. dan itu terjadi berhari-hari dlm usaha sy mencobanya.. aplikasi sudah di up-grade juga. Mohon petunjuknya. Terima kasih.,2,negatif
Krista Nur Nita,"Aplikasinya sudah bagus nihh Tapi mohon untuk ditingkatkan lagi kualitasnya. Saya dari pagi sampai sekarang log in saja belum berhasil, semoga PT KAI bisa meningkatkan kualitas pelayanan sehingga customer merasa lebih nyaman.",2,negatif
Iwan Siswanto Priyadi,Asyik dan mempermudah,5,positif
Ryu Asari,Aplikasinya update mulu...hampir tiap bulan update..,1,negatif
Agung Prasetyo,"bagus tpi giliran dibutuhkan ada update dan malah ganggu kinerja aplikasinya.. gabisa login disuruh try again terus.. padahal udah bener, nyobain di hp temen juga sama gabisa, mohon tolong diperbaiki karena saya sering make ini dan akhir akhir ini jadi suka gini gajelas, saya pengguna ka lokal mohon bantuannya",4,negatif
Andi Sopiandi,"Tombol untuk ubah jadwal dan pembatalan tidak aktif, mohon diperbaiki",3,negatif
Agustin Md,"Enaknya bisa cepet.ga usah antri.tp kasihan yg ga punya android.atau orng tua.trus lg di stasiun tugu tempat nge charge nya cm dikit.dulu ada yg di kursi,kmr aku cari ga ada.pdhl hp low bat,mesti antri nge charge.gmn kl hp drop??",4,positif
afrizal nur,"Ini kenapa saya ngga bisa nemu kereta ya??udh masuk tp slalu ada tulisan tidak ada jadwal yg ditemukan. Trus diberanda pdahal harusnya ada gambar kereta, tp skrng malah hitam semua. Pdhal kmren2 normal2 aja. Ada penjelasan??",4,negatif
A. S. Ruslanto,Lancar lancar aja,4,positif
Nur Wasit,Traveling dgn KAI lebih aman dan nyaman,5,positif
afrizal nur,"Ini kenapa saya ngga bisa nemu kereta ya??udh masuk tp slalu ada tulisan tidak ada jadwal yg ditemukan. Trus diberanda pdahal harusnya ada gambar kereta, tp skrng malah hitam semua. Pdhal kmren2 normal2 aja. Ada penjelasan??",4,negatif
Anggito Winasis,"Login error terus dihp saya, pdahal internet buat aplikasi lain bisa jalan. Tp knp utk buka kai internet lngsung down. Tdk jln sma sekali. Terlalu bnyk masalah aplikasi ini.",2,negatif
Angelina Dinda,Pembayaran koq cuma 1 link aja knapa tidak semua bank,2,negatif
Randy Regan,"PT.KAI yang terhormat, mengingat pemesanan KA Lokal tidak dilayani di loket stasiun, sebagai customer saya menggunakan KAI Access. Saya pengguna setia kereta api dan sudah lama dengan KAI Access. Tapi mengapa terhitung hari ini, Rabu 4 September 2019 KAI Access saya tidak bisa memperlihatkan jadwal KA Lokal. Saya mencoba menguninstall aplikasi dan reinstall kembali. Namun masalah semakin buruk, saya tidak bisa Login ke dalam aplikasi. Bagaimana PT KAI memperbaiki hal ini? Saya butuh tanggapan.",3,negatif
Ryan apriansyah,semenjak di update. jadi sering pas mau booking kereta tdk tersedia. pdhal lg butuh2nya. ini app nya yg down apa gmna. pdhal ada kok bnyak kreta . tp d app kosong smua tgl .. ini dah terjadi bbrp kali. tp nanti muncul lg trus ilang lg besoknya. minta pencerahannya min,4,negatif
Adzkia Lalita,"tadinya suka banget sama KAI Access karena emang ngebantu banget buat aku pribadi, tp beberapa hari susah mau pesen tiket lokal, nama stasiun gak muncul, jadi ku kasih bintang 2 dulu, kalo udah normal ku tambahin bintangnya,",2,negatif
Mlaku Mlaku Dotcom,"Ini ada bug apa bukan ya, aku mesen tanggal buat 4 september pas pembayaran tiba-tiba disconnect dr wifi. Setelah itu pemesanan ulang, eh besoknya pas di scan ternyata baru sadar untuk tanggal 20 september. Aneh.",4,negatif
Descitasari E. Putri,kenapa lokal train tidak tersedia ya kan udh di update aplikasinya. mohon bantuannya,2,negatif
Ayu Pratiwi,Udah daftar pake email. Pake nomer telpon juga tetep gak bisa.,1,negatif
initial RRW,"aplikasi bermanfaat dan membantu sekali, cuma ketika dia update tidak dpt diakses dan langsung keluar, jadi ketika kita hendak akses buru buru sangat terhambat karena harus update terlebih dahulu",4,negatif
Chintya Sari,Yaa lbh praktis sih bisa pesan tiket gk perlu repot ke stasiun.,4,positif
